Gender,Age,Under 30,Senior Citizen,Married,Dependents,Number of Dependents,City,Zip Code,Latitude,Longitude,Population,Referred a Friend,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Satisfaction Score,Customer Status,Churn Label,CLTV
Female,75,No,Yes,Yes,No,0,Madison,95653,38.674276,-121.961866,844,Yes,1,34,,Yes,2.88,Yes,Yes,Fiber Optic,4,No,Yes,Yes,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,94.25,3217.55,0.0,0,97.92,3315.4700000000003,1,Churned,Yes,3369
Female,65,No,Yes,No,No,0,Pleasant Grove,95668,38.833554,-121.498102,901,No,0,4,,Yes,12.68,No,Yes,Fiber Optic,10,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,99.8,442.85,0.0,0,50.72,493.5700000000001,1,Churned,Yes,2268
Female,77,No,Yes,No,No,0,Sheridan,95681,38.984756,-121.345074,1219,No,0,2,,Yes,19.27,Yes,Yes,Fiber Optic,18,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,93.85,170.85,0.0,0,38.54,209.39,3,Churned,Yes,4193
Male,67,No,Yes,No,No,0,Wheatland,95692,39.043387,-121.409837,3600,No,0,9,,Yes,30.8,Yes,Yes,Fiber Optic,18,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Credit Card,84.4,732.5,0.0,0,277.2,1009.7,2,Churned,Yes,5745
Female,78,No,Yes,No,No,0,Rancho Cordova,95742,38.591134,-121.161585,299,No,0,5,,Yes,42.33,No,Yes,Fiber Optic,9,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,75.55,349.65,0.0,0,211.65,561.3,1,Churned,Yes,4028
Male,65,No,Yes,No,No,0,Canyon Dam,95923,40.171312,-121.120605,86,No,0,22,Offer D,Yes,40.18,Yes,Yes,Fiber Optic,8,No,No,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,96.7,2082.95,0.0,100,883.96,3066.91,1,Churned,Yes,4458
Male,74,No,Yes,No,No,0,Dobbins,95935,39.381174,-121.21191,614,No,0,19,Offer D,Yes,39.97,Yes,Yes,Fiber Optic,9,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,88.2,1775.8,0.0,0,759.43,2535.23,1,Churned,Yes,5683
Male,70,No,Yes,No,No,0,Forest Ranch,95942,40.077028,-121.494168,1351,No,0,15,Offer D,Yes,46.38,Yes,Yes,Fiber Optic,19,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,75.65,1146.65,0.0,0,695.7,1842.35,3,Churned,Yes,2099
Male,69,No,Yes,No,No,0,Grass Valley,95949,39.099204,-121.137962,17922,No,0,1,,Yes,11.34,Yes,Yes,Fiber Optic,20,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.7,74.7,0.0,0,11.34,86.04,1,Churned,Yes,3348
Female,76,No,Yes,No,No,0,Nevada City,95959,39.333737,-120.858667,17269,No,0,1,,No,0.0,No,Yes,DSL,26,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Mailed Check,25.8,25.8,0.0,20,0.0,45.8,1,Churned,Yes,3884
Male,71,No,Yes,No,No,0,Escondido,92027,33.141265,-116.967221,48690,No,0,10,Offer D,Yes,41.37,Yes,Yes,Fiber Optic,14,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,95.35,898.35,0.0,0,413.7,1312.05,1,Churned,Yes,5353
Female,76,No,Yes,No,No,0,Fallbrook,92028,33.362575,-117.299644,42239,No,0,3,,Yes,30.14,No,Yes,DSL,6,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,45.0,127.1,0.0,10,90.42,227.52,3,Churned,Yes,4145
Male,77,No,Yes,Yes,No,0,Lewiston,96052,40.704293,-122.803899,1845,Yes,1,12,Offer D,Yes,6.97,No,Yes,Fiber Optic,19,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,80.45,950.2,0.0,0,83.64,1033.84,2,Churned,Yes,5374
Male,74,No,Yes,No,No,0,Palo Cedro,96073,40.582399,-122.195512,4931,No,0,2,,Yes,6.51,No,Yes,Fiber Optic,11,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.7,165.4,0.0,0,13.02,178.42000000000002,2,Churned,Yes,2803
Male,77,No,Yes,No,No,0,Round Mountain,96084,40.923558,-122.059933,459,No,0,1,,Yes,49.6,Yes,Yes,Fiber Optic,20,No,No,Yes,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,88.8,88.8,0.0,10,49.6,148.4,1,Churned,Yes,3106
Male,76,No,Yes,Yes,No,0,San Diego,92130,32.957195,-117.202542,28201,Yes,1,13,Offer D,Yes,1.47,No,Yes,Fiber Optic,5,No,Yes,No,Yes,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,89.05,1169.35,0.0,0,19.11,1188.4599999999998,1,Churned,Yes,3861
Female,77,No,Yes,No,No,0,San Diego,92130,32.957195,-117.202542,28201,No,0,23,Offer D,Yes,31.17,No,Yes,Fiber Optic,23,No,Yes,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,94.75,2293.6,0.0,0,716.9100000000001,3010.51,2,Churned,Yes,2740
Female,80,No,Yes,Yes,No,0,San Diego,92130,32.957195,-117.202542,28201,Yes,1,17,Offer D,Yes,36.82,Yes,Yes,Fiber Optic,6,Yes,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,85.35,1463.45,0.0,0,625.94,2089.3900000000003,1,Churned,Yes,3209
Male,68,No,Yes,No,No,0,San Diego,92130,32.957195,-117.202542,28201,No,0,17,,Yes,40.93,No,Yes,DSL,2,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,45.05,770.6,0.0,0,695.81,1466.41,1,Churned,Yes,3797
Female,79,No,Yes,No,No,0,San Diego,92130,32.957195,-117.202542,28201,No,0,42,,Yes,9.53,Yes,Yes,Fiber Optic,17,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.65,3541.35,0.0,0,400.26,3941.61,2,Churned,Yes,4871
Male,65,No,Yes,No,No,0,San Diego,92130,32.957195,-117.202542,28201,No,0,1,,Yes,42.3,No,Yes,Fiber Optic,16,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.1,79.1,0.0,0,42.3,121.4,3,Churned,Yes,5001
Male,68,No,Yes,No,No,0,San Diego,92121,32.898613,-117.202937,4258,No,0,1,Offer E,Yes,39.78,No,Yes,Cable,12,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,50.15,50.15,0.0,0,39.78,89.93,2,Churned,Yes,3438
Female,72,No,Yes,No,No,0,Hermosa Beach,90254,33.86532,-118.396336,18693,No,0,1,Offer E,Yes,34.51,No,Yes,Fiber Optic,15,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.6,69.6,0.0,0,34.51,104.11,1,Churned,Yes,3438
Female,66,No,Yes,No,No,0,Buena Park,90620,33.845706,-118.012204,44442,No,0,41,,Yes,27.95,Yes,Yes,Fiber Optic,23,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,113.2,4689.5,0.0,0,1145.95,5835.45,1,Churned,Yes,3380
Male,68,No,Yes,No,No,0,Buena Park,90621,33.874224,-117.993368,33528,No,0,13,,Yes,26.11,No,Yes,Fiber Optic,4,No,No,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,90.5,1201.15,29.84,140,339.43,1650.7400000000002,1,Churned,Yes,5394
Male,69,No,Yes,Yes,No,0,Long Beach,90813,33.781086,-118.199049,63136,Yes,1,32,,Yes,5.99,Yes,Yes,Fiber Optic,23,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,85.0,2642.05,49.57,0,191.68,2784.16,1,Churned,Yes,4584
Male,76,No,Yes,Yes,No,0,South Pasadena,91030,34.110444,-118.156957,23984,Yes,1,32,,Yes,49.6,Yes,Yes,Fiber Optic,10,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,85.3,2661.1,0.0,0,1587.2,4248.3,1,Churned,Yes,2712
Male,70,No,Yes,Yes,No,0,Glendale,91202,34.167926,-118.267539,21990,Yes,1,57,,No,0.0,No,Yes,Cable,3,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,44.85,2572.95,12.07,0,0.0,2560.88,2,Churned,Yes,5172
Male,71,No,Yes,No,No,0,Glendale,91204,34.136306,-118.26036,17015,No,0,1,Offer E,Yes,15.28,No,Yes,Cable,14,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,45.1,45.1,0.0,0,15.28,60.38,2,Churned,Yes,4499
Male,75,No,Yes,No,No,0,Reseda,91335,34.200175,-118.540958,68018,No,0,1,Offer E,No,0.0,No,Yes,DSL,26,No,Yes,Yes,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,43.3,43.3,0.0,0,0.0,43.3,3,Churned,Yes,4972
Female,67,No,Yes,No,No,0,Sylmar,91342,34.321621,-118.399841,81986,No,0,38,,Yes,26.1,No,Yes,DSL,27,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,57.15,2250.65,0.0,0,991.8,3242.4500000000003,1,Churned,Yes,3110
Female,65,No,Yes,Yes,No,0,Burbank,91502,34.177267,-118.31003,11517,Yes,1,35,,Yes,15.98,Yes,Yes,Cable,22,Yes,Yes,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,100.5,3653.35,0.0,0,559.3000000000001,4212.65,1,Churned,Yes,4745
Female,80,No,Yes,No,No,0,North Hollywood,91606,34.187599,-118.387125,45358,No,0,1,Offer E,Yes,15.24,No,Yes,DSL,14,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,45.1,45.1,0.0,0,15.24,60.34,1,Churned,Yes,2740
Male,71,No,Yes,Yes,No,0,Chino,91710,33.990646,-117.663025,75319,Yes,1,30,,Yes,4.65,No,Yes,DSL,29,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,50.4,1527.5,0.0,0,139.5,1667.0,3,Churned,Yes,4795
Female,70,No,Yes,No,No,0,Claremont,91711,34.127621,-117.717863,34716,No,0,5,Offer E,Yes,12.27,No,Yes,Fiber Optic,20,No,No,No,No,No,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,78.95,378.4,0.0,0,61.35,439.75,3,Churned,Yes,4054
Male,73,No,Yes,No,No,0,San Diego,92117,32.825086,-117.199424,51213,No,0,1,Offer E,Yes,30.17,Yes,Yes,Fiber Optic,6,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,93.55,93.55,0.0,0,30.17,123.72,1,Churned,Yes,5536
Male,78,No,Yes,Yes,No,0,San Diego,92117,32.825086,-117.199424,51213,Yes,1,58,,Yes,49.38,Yes,Yes,Fiber Optic,19,Yes,Yes,Yes,No,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,108.85,6287.25,0.0,0,2864.04,9151.29,1,Churned,Yes,4739
Female,76,No,Yes,No,No,0,San Diego,92117,32.825086,-117.199424,51213,No,0,16,,Yes,17.51,Yes,Yes,Fiber Optic,7,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.75,1350.15,0.0,0,280.16,1630.3100000000002,2,Churned,Yes,5136
Female,73,No,Yes,No,No,0,San Diego,92117,32.825086,-117.199424,51213,No,0,1,Offer E,Yes,22.5,No,Yes,Fiber Optic,27,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,69.95,69.95,0.0,10,22.5,102.45,2,Churned,Yes,3208
Female,68,No,Yes,Yes,No,0,San Diego,92122,32.85723,-117.209774,34902,Yes,1,5,Offer E,Yes,47.28,Yes,Yes,Fiber Optic,11,No,Yes,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,81.0,371.65,40.64,10,236.4,577.41,1,Churned,Yes,4287
Male,79,No,Yes,No,No,0,Desert Center,92239,33.889605,-115.257009,964,No,0,21,,Yes,42.27,No,Yes,Fiber Optic,7,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,96.8,2030.3,10.2,0,887.6700000000001,2907.77,1,Churned,Yes,4317
Female,67,No,Yes,No,No,0,Escondido,92027,33.141265,-116.967221,48690,No,0,43,,Yes,31.83,No,Yes,Fiber Optic,10,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Month-to-Month,Yes,Credit Card,108.15,4600.7,0.0,0,1368.6899999999998,5969.389999999999,1,Churned,Yes,2833
Female,69,No,Yes,Yes,No,0,Fallbrook,92028,33.362575,-117.299644,42239,Yes,1,32,,Yes,33.74,Yes,Yes,Fiber Optic,6,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,93.2,2931.0,17.88,0,1079.68,3992.8,3,Churned,Yes,5247
Female,72,No,Yes,No,No,0,Wrightwood,92397,34.358321,-117.618263,4253,No,0,1,Offer E,Yes,18.2,No,Yes,Fiber Optic,13,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.55,70.55,0.0,0,18.2,88.75,3,Churned,Yes,2146
Male,75,No,Yes,Yes,No,0,Moreno Valley,92555,33.907361,-117.109972,12743,Yes,1,29,,Yes,25.78,Yes,Yes,Fiber Optic,28,No,No,Yes,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,98.5,3004.15,37.55,40,747.62,3754.22,3,Churned,Yes,5137
Male,67,No,Yes,Yes,No,0,Murrieta,92563,33.581045,-117.14719,18311,Yes,1,13,,Yes,31.7,Yes,Yes,Cable,6,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,95.25,1233.65,48.09,0,412.1,1597.66,1,Churned,Yes,2982
Male,72,No,Yes,Yes,No,0,Nuevo,92567,33.82769,-117.102244,7344,Yes,1,7,,Yes,8.92,Yes,Yes,Fiber Optic,17,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,74.4,527.9,32.46,0,62.44,557.88,3,Churned,Yes,4969
Female,68,No,Yes,No,No,0,Irvine,92606,33.703976,-117.824172,17621,No,0,2,,Yes,21.57,Yes,Yes,Fiber Optic,28,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,88.55,179.25,0.0,0,43.14,222.39,1,Churned,Yes,3685
Female,68,No,Yes,No,No,0,Corona Del Mar,92625,33.600987,-117.862734,13422,No,0,1,,Yes,43.61,No,Yes,Fiber Optic,2,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,91.3,91.3,0.0,0,43.61,134.91,3,Churned,Yes,2371
Male,75,No,Yes,Yes,No,0,Midway City,92655,33.744439,-117.98588,8660,Yes,1,7,,Yes,16.05,No,Yes,Fiber Optic,22,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,70.1,467.55,20.23,0,112.35,559.67,2,Churned,Yes,3669
Male,74,No,Yes,Yes,No,0,Newport Beach,92661,33.601309,-117.902304,4242,Yes,1,57,,Yes,49.91,Yes,Yes,Fiber Optic,21,No,Yes,Yes,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,95.25,5427.05,12.59,0,2844.87,8259.33,2,Churned,Yes,6259
Female,78,No,Yes,Yes,No,0,Newport Beach,92663,33.62251,-117.927024,22133,Yes,4,1,,Yes,17.35,Yes,Yes,Fiber Optic,23,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,100.8,100.8,0.0,0,17.35,118.15,1,Churned,Yes,3128
Male,66,No,Yes,Yes,No,0,Santa Ana,92706,33.765893,-117.881533,37879,Yes,2,17,,Yes,1.05,No,Yes,Fiber Optic,8,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,76.45,1233.4,0.0,0,17.85,1251.25,1,Churned,Yes,3266
Female,73,No,Yes,No,No,0,Oak View,93022,34.404544,-119.302118,6503,No,0,3,,Yes,18.38,No,Yes,Fiber Optic,20,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,86.85,220.95,0.0,0,55.14,276.09,2,Churned,Yes,3561
Male,79,No,Yes,Yes,No,0,Santa Barbara,93101,34.419203,-119.710008,31727,Yes,1,66,Offer A,Yes,28.86,Yes,Yes,Fiber Optic,25,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Credit Card,99.5,6822.15,0.0,0,1904.76,8726.91,1,Churned,Yes,4479
Male,69,No,Yes,Yes,No,0,Santa Barbara,93110,34.437945,-119.77191,15757,Yes,1,69,Offer A,Yes,48.88,Yes,Yes,Fiber Optic,4,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,108.4,7318.2,0.0,0,3372.7200000000003,10690.92,3,Churned,Yes,4708
Female,65,No,Yes,Yes,No,0,Temecula,92592,33.507255,-117.029473,46171,Yes,2,15,,Yes,44.13,Yes,Yes,Fiber Optic,3,No,No,Yes,Yes,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,83.05,1258.3,0.0,110,661.95,2030.25,3,Churned,Yes,2596
Female,68,No,Yes,No,No,0,Terra Bella,93270,35.939068,-119.043666,5868,No,0,56,,Yes,34.58,Yes,Yes,Fiber Optic,4,No,Yes,Yes,No,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,104.75,5510.65,0.0,0,1936.48,7447.129999999999,3,Churned,Yes,5605
Female,79,No,Yes,No,No,0,Temecula,92592,33.507255,-117.029473,46171,No,0,21,,Yes,21.15,Yes,Yes,Fiber Optic,9,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,94.25,1973.75,0.0,0,444.15,2417.9,2,Churned,Yes,4819
Female,80,No,Yes,No,No,0,Bradley,93426,35.842889,-121.004862,1363,No,0,1,,Yes,47.97,No,Yes,Fiber Optic,8,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.15,70.15,0.0,0,47.97,118.12,2,Churned,Yes,2825
Male,77,No,Yes,Yes,No,0,Nipomo,93444,35.050345,-120.489599,15405,Yes,3,32,,Yes,7.92,Yes,Yes,Fiber Optic,3,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,106.35,3520.75,0.0,0,253.44,3774.19,2,Churned,Yes,4113
Female,65,No,Yes,Yes,No,0,Lee Vining,93541,37.890145,-119.184087,504,Yes,1,40,,Yes,49.5,Yes,Yes,Fiber Optic,20,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,94.55,3640.45,0.0,0,1980.0,5620.45,1,Churned,Yes,5676
Male,66,No,Yes,No,No,0,Palmdale,93591,34.598221,-117.79593,6787,No,0,2,,No,0.0,No,Yes,DSL,6,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,24.45,47.5,0.0,0,0.0,47.5,3,Churned,Yes,5573
Male,75,No,Yes,No,No,0,Clovis,93612,36.814539,-119.711868,33856,No,0,7,,Yes,39.51,Yes,Yes,Fiber Optic,13,No,No,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,84.8,546.95,0.0,0,276.57,823.52,3,Churned,Yes,2015
Female,74,No,Yes,No,No,0,Cutler,93615,36.497895,-119.285484,5519,No,0,31,,Yes,39.36,Yes,Yes,Fiber Optic,4,No,Yes,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,99.95,3186.65,0.0,0,1220.16,4406.81,3,Churned,Yes,5362
Female,80,No,Yes,No,No,0,Dunlap,93621,36.789213,-119.140338,506,No,0,14,,Yes,29.96,Yes,Yes,Fiber Optic,7,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,104.85,1531.4,0.0,0,419.44,1950.84,1,Churned,Yes,2292
Male,74,No,Yes,No,No,0,Fowler,93625,36.625792,-119.672483,5635,No,0,15,,Yes,23.53,Yes,Yes,Fiber Optic,9,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,74.2,1133.9,43.31,0,352.95000000000005,1443.5400000000002,1,Churned,Yes,4553
Male,70,No,Yes,Yes,No,0,South Dos Palos,93665,36.959731,-120.653519,343,No,0,59,,Yes,10.78,Yes,Yes,Fiber Optic,15,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,93.85,5574.75,8.13,0,636.02,6202.639999999999,2,Churned,Yes,5390
Male,76,No,Yes,Yes,No,0,Tranquillity,93668,36.635661,-120.288644,1130,Yes,3,46,,Yes,49.11,Yes,Yes,Fiber Optic,17,Yes,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,100.7,4541.2,46.64,0,2259.06,6753.619999999999,1,Churned,Yes,5712
Female,72,No,Yes,No,No,0,Jolon,93928,35.930782,-121.189757,254,No,0,25,,Yes,36.36,Yes,Yes,Fiber Optic,6,No,Yes,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,89.7,2187.55,23.33,0,909.0,3073.2200000000003,3,Churned,Yes,4078
Female,66,No,Yes,No,No,0,Lockwood,93932,35.989792,-121.055933,538,No,0,16,,Yes,32.11,Yes,Yes,Fiber Optic,14,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,96.4,1581.2,47.2,0,513.76,2047.76,3,Churned,Yes,2688
Male,75,No,Yes,No,No,0,Marina,93933,36.689582,-121.758398,21759,No,0,1,,Yes,41.2,No,Yes,Fiber Optic,15,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,69.5,69.5,0.0,80,41.2,190.7,2,Churned,Yes,3273
Male,65,No,Yes,Yes,No,0,San Lucas,93954,36.125529,-120.864443,521,Yes,1,36,,Yes,24.54,Yes,Yes,Fiber Optic,5,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,85.25,3132.75,0.0,0,883.4399999999999,4016.19,2,Churned,Yes,3041
Male,79,No,Yes,No,No,0,Daly City,94015,37.680844,-122.48131,63337,No,0,45,,Yes,10.67,No,Yes,DSL,17,Yes,No,Yes,No,No,Yes,No,Yes,One Year,No,Credit Card,62.7,2791.5,0.0,0,480.15,3271.65,1,Churned,Yes,2654
Male,73,No,Yes,No,No,0,San Francisco,94109,37.794487,-122.42227,56330,No,0,25,Offer C,Yes,46.34,Yes,Yes,Fiber Optic,22,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,No,Credit Card,105.95,2655.25,0.0,0,1158.5,3813.75,2,Churned,Yes,4283
Male,79,No,Yes,No,No,0,San Francisco,94123,37.800254,-122.436975,22920,No,0,39,Offer C,Yes,41.93,Yes,Yes,Fiber Optic,23,No,No,No,No,Yes,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,95.65,3759.05,0.0,150,1635.27,5544.32,1,Churned,Yes,4892
Female,70,No,Yes,Yes,No,0,San Francisco,94130,37.820894,-122.369725,1458,Yes,1,31,Offer C,Yes,47.95,No,Yes,Fiber Optic,21,No,No,Yes,Yes,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,98.9,2911.3,0.0,0,1486.45,4397.75,2,Churned,Yes,4050
Male,71,No,Yes,No,No,0,San Mateo,94402,37.556634,-122.317723,23393,No,0,3,,Yes,30.25,Yes,Yes,Fiber Optic,28,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,76.05,231.8,0.0,0,90.75,322.55,1,Churned,Yes,2930
Male,69,No,Yes,No,No,0,Concord,94520,38.013825,-122.039144,36186,No,0,1,,Yes,33.84,No,Yes,Fiber Optic,5,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.75,69.75,0.0,0,33.84,103.59,1,Churned,Yes,5057
Female,70,No,Yes,No,No,0,Hayward,94542,37.656695,-122.048361,11147,No,0,33,Offer C,Yes,17.24,Yes,Yes,Fiber Optic,25,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,110.45,3655.45,0.0,70,568.92,4294.37,1,Churned,Yes,3401
Male,71,No,Yes,Yes,No,0,Napa,94559,38.232389,-122.324944,26894,Yes,1,7,,Yes,42.92,Yes,Yes,Fiber Optic,2,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,99.25,665.45,0.0,0,300.44,965.89,2,Churned,Yes,2487
Male,67,No,Yes,No,No,0,El Sobrante,94803,37.963995,-122.288296,25399,No,0,19,,Yes,16.78,Yes,Yes,Fiber Optic,15,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.85,1471.75,0.0,0,318.82000000000005,1790.5700000000002,3,Churned,Yes,3715
Male,67,No,Yes,Yes,No,0,San Rafael,94901,37.972662,-122.491452,40239,Yes,2,8,,Yes,26.99,No,Yes,Fiber Optic,2,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,80.45,583.45,0.0,0,215.92,799.37,1,Churned,Yes,3443
Female,69,No,Yes,No,No,0,Novato,94945,38.135897,-122.563683,16429,No,0,13,Offer D,Yes,7.22,Yes,Yes,Fiber Optic,28,Yes,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,100.8,1308.1,0.0,0,93.86,1401.9599999999998,1,Churned,Yes,3269
Male,75,No,Yes,No,No,0,Stinson Beach,94970,37.921137,-122.657562,781,No,0,10,Offer D,Yes,7.51,No,Yes,Fiber Optic,18,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.25,793.55,0.0,0,75.1,868.65,1,Churned,Yes,3856
Male,67,No,Yes,No,No,0,Los Gatos,95032,37.233034,-121.947427,24443,No,0,5,,Yes,45.72,No,Yes,Fiber Optic,6,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,89.5,477.7,0.0,0,228.6,706.3,2,Churned,Yes,2718
Male,66,No,Yes,Yes,No,0,Moss Landing,95039,36.863303,-121.781632,899,No,0,1,,Yes,38.78,Yes,Yes,Fiber Optic,23,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,86.05,86.05,0.0,0,38.78,124.83,1,Churned,Yes,4843
Female,67,No,Yes,No,No,0,San Jose,95110,37.34667,-121.910019,18197,No,0,10,Offer D,No,0.0,No,Yes,DSL,4,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,34.7,329.8,0.0,0,0.0,329.8,1,Churned,Yes,3244
Male,71,No,Yes,Yes,No,0,San Jose,95126,37.327069,-121.916819,27023,Yes,1,53,,Yes,21.67,Yes,Yes,Cable,6,Yes,No,No,Yes,No,No,No,No,One Year,Yes,Bank Withdrawal,60.05,3229.65,0.0,100,1148.51,4478.16,1,Churned,Yes,5271
